train_loss,train_mse,train_mae,train_r2,train_e_mse,train_e_mae,train_e_r2,train_e_x_mse,train_e_x_mae,train_e_y_mse,train_e_x_r2,train_e_y_mae,train_e_y_r2,train_e_z_mse,train_e_z_mae,train_e_z_r2,train_p_mse,train_p_mae,train_p_r2,train_p_x_mse,train_p_x_mae,train_p_x_r2,train_p_y_mse,train_p_y_mae,train_p_y_r2,train_p_z_mse,train_p_z_mae,train_p_z_r2,train_p_t_mae,train_p_t_mse,train_p_t_r2,val_loss,val_mse,val_mae,val_r2,val_e_mse,val_e_mae,val_e_r2,val_e_x_mse,val_e_x_mae,val_e_y_mse,val_e_x_r2,val_e_y_mae,val_e_y_r2,val_e_z_mse,val_e_z_mae,val_e_z_r2,val_p_mse,val_p_mae,val_p_r2,val_p_x_mse,val_p_x_mae,val_p_x_r2,val_p_y_mse,val_p_y_mae,val_p_y_r2,val_p_z_mse,val_p_z_mae,val_p_z_r2,val_p_t_mae,val_p_t_mse,val_p_t_r2
0.07790843478027498,0.49884223926417876,-0.024179028012506508,0.7496319139679474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791678667060684,0.49884223926417876,0.7496319139679474,0.102643501089794,0.2695399785992997,0.34206387103449676,0.8650170462026798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8073569939733767,0.2695399785992997,0.8650170462026798
0.09008024891562104,0.6145388745731187,-0.014501880692692974,0.6915639581853381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323727191230076,0.6145388745731187,0.6915639581853381,0.1573149327742983,0.31630555897484464,0.06714858356882764,0.8415973058681765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189823721206682,0.31630555897484464,0.8415973058681765
0.04079407940055862,0.2154048146342351,-0.014758405671722045,0.8918886872066932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251809237162095,0.2154048146342351,0.8918886872066932,0.037031956959811034,0.18872419373035138,-0.12614432961213765,0.9054887906106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7091653271946583,0.18872419373035138,0.9054887906106383
0.06683361140135063,0.44053278707141474,-0.013919226849895135,0.7788973248611256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184704272613535,0.44053278707141474,0.7788973248611256,0.049807762943220424,0.19849119564813225,-0.052927943714468,0.9005975750517174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7049903733388281,0.19849119564813225,0.9005975750517174
0.04259407143598201,0.2345495895785428,-0.014251588747205576,0.8822799571602888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154185236690013,0.2345495895785428,0.8822799571602888,0.03669294794285285,0.18543224447758597,0.07279594342469056,0.9071373644698839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7181338988611353,0.18543224447758597,0.9071373644698839
0.049110819556320004,0.29018056570182693,-0.014204493532904858,0.8543588585523231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138093495896896,0.29018056570182693,0.8543588585523231,0.05116100015049788,0.20318061399279083,0.1800048203523263,0.898249160182673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517071089636197,0.20318061399279083,0.8982491601826729
0.03795702442585825,0.1964835855379794,-0.01456824112083811,0.9013852179200895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7128952445597797,0.1964835855379794,0.9013852179200895,0.05120724919371316,0.2012976670176864,0.019735375348580435,0.8991921217301517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7027755849169648,0.2012976670176864,0.8991921217301517
0.04119810480977445,0.22480557409598637,-0.014545141364449591,0.8871704570606229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105175611861434,0.22480557409598637,0.8871704570606229,0.06265028487238516,0.21195957211529334,0.0003531580408410956,0.8938527409928761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7049487951467137,0.21195957211529334,0.893852740992876
0.03869729055936514,0.20338957621516796,-0.013802697797453519,0.8979191152309609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7106701299355398,0.20338957621516796,0.8979191152309609,0.04643406734192984,0.1961589279295375,-0.09136344637803435,0.9017655494963132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7042058193199211,0.1961589279295375,0.9017655494963132
0.04501290885173292,0.25874593065361134,-0.01460543258234417,0.8701358557234812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708743990062931,0.25874593065361134,0.8701358557234812,0.7147258440594995,0.9137918879029632,0.02297005843971865,0.5423820577029105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082937940667122,0.9137918879029632,0.5423820577029105
