train_loss,train_ri,val_loss,val_ri
0.4985417782617995,0.7534126479236098,0.43243983674713604,0.8117188138762657
0.4241193168761032,0.8116853453687264,0.414020693064164,0.8150473030534009
0.4129824869186051,0.8149938124491624,0.4089194615354442,0.8172232171351256
0.4089503160034253,0.8174213579695971,0.4095556328578309,0.8168091340916943
0.4059637814418645,0.819088251460378,0.4004654086389295,0.8218308800451535
0.4013994722449553,0.8217521160579868,0.4033954815801951,0.8217913179709403
0.39848052641038123,0.8227459221771739,0.3867815291086085,0.8278047532513432
0.39146595586400873,0.8263645580464009,0.3848931976876237,0.8301441905731489
0.3897876699048382,0.8265354673789999,0.3927622629767905,0.8248929845892533
0.3893871748886314,0.8264500127127004,0.3849812670455877,0.8287700678621447
0.39138059549039333,0.8251745226934889,0.39959666028560137,0.8236375481008885
0.39815082405581664,0.8242419063353558,0.39739241321516616,0.8251356319777609
0.3971784644035627,0.8248348140200512,0.3962603790544536,0.8255840021521769
0.3963040108661172,0.825253647384507,0.395191014934199,0.8261114964750191
0.3951891202832345,0.82566087579428,0.39396784902899,0.8266732779288463
0.39403965524574386,0.8260385643194064,0.3930054436286306,0.8271348354613334
0.39288262125419515,0.8267833914108565,0.3920759201638795,0.8273722079066124
0.3920783901886963,0.8270671853026413,0.3918143577801289,0.8271981347800744
0.39110043131854155,0.827590463259241,0.39018492652334763,0.828002563622409
0.390193751238353,0.8279966366731338,0.38966214104220365,0.8282056489367033
0.38934232059338264,0.828356390268296,0.38903927269886723,0.8282003739934749
0.38854898795421844,0.828614864258955,0.3884506419768995,0.8288017175215152
0.3884649640075508,0.8287931585627158,0.38838883333286844,0.8287568805040736
0.3884227780652891,0.8288321934102847,0.3883009710035839,0.8288386421241142
0.3883064702318886,0.8288743932454944,0.38828928018410075,0.8286962186569468
0.38822369628570774,0.828947187961231,0.38817292691371014,0.8289415035170684
0.3881336092086855,0.8290125977058059,0.3880876893082878,0.8288571044254136
0.38810362440415885,0.8289440229735903,0.3879995305811989,0.8289784281196674
0.3880514652076396,0.8289936077799617,0.38791712661813044,0.8289467784602969
0.3879700816047591,0.8290199826769676,0.38787397653196787,0.8290654646829364
0.3879061201614133,0.829148692174357,0.3877429221139442,0.8290206276654948
0.3878229092856943,0.8291455271867163,0.3876477499244816,0.8290707396261647
0.387718165595717,0.8292352018365369,0.38761113716444046,0.8292158005649464
0.38764487844367923,0.8292024969642493,0.38757557005513404,0.8292395378094743
0.38756894874951603,0.8292826766511476,0.38748757496255465,0.8292632750540022
0.3875420713660829,0.8293185465110758,0.38741735082774825,0.8292448127527028
0.38746758988529395,0.829275291679986,0.38735376778147224,0.8292764624120733
0.38736778226766005,0.8294905108395552,0.3873041611101376,0.8294610854250681
0.3872935889942383,0.8293945062144532,0.3872585525757519,0.8293028371282154
0.3872294639706979,0.829454640979627,0.3872589302264332,0.829447898066997
0.38720082784137305,0.8294177161238185,0.3871035952370082,0.8295006474992813
0.3870941187853785,0.8295706905264535,0.3870611035824673,0.8295402095734945
0.38708112904542047,0.8295854604687769,0.38704955825021203,0.8294637228966824
0.38705475326394634,0.8296171103451841,0.38703637022500725,0.8294953725560529
0.3870555354761597,0.8295348206665253,0.38702988276813916,0.8294637228966824
0.38704477670223414,0.8295970654234596,0.3870348317530598,0.8294953725560529
0.3870289461383832,0.8295474806170882,0.3870201599173243,0.8294689978399108
0.38703290101488097,0.8295759655058547,0.38701171239165466,0.829508559914124
0.3870216651795184,0.8295559205841301,0.3870012619216124,0.8294769102547533
0.38702857768434584,0.8295833504770164,0.38699964303855744,0.829508559914124
