train_loss,train_ri,val_loss,val_ri
0.3680329626088567,0.833730539282244,0.37145806016890237,0.832910898296457
0.3063955467579424,0.8658878687078727,0.2908401732426908,0.8743534897705664
0.2935937666046391,0.8727696068346853,0.29333966647368864,0.8729635422298767
0.2937879855586111,0.8729014813197155,0.2890275295430042,0.8730110167189326
0.28429721926914475,0.8769568854833621,0.2851720164240937,0.8748124098314392
0.2745806297819448,0.8817592267302197,0.2711217954885035,0.8828857104425414
0.27047625175400064,0.8842247521023431,0.26548923141929015,0.8866256451914937
0.2745750011818704,0.8819259160792977,0.2684402911539043,0.8841253221012209
0.2729972882267677,0.8821295302841843,0.27248179962822316,0.8824347027965112
0.2766489520920058,0.880027978490744,0.2821671012253726,0.8773048205068693
0.2870186135835297,0.8749154684550957,0.2898403532211374,0.8738233579761098
0.2843676523977802,0.8768693208253022,0.28688273883368937,0.8753267167962104
0.28477776403667093,0.8766382767275294,0.28661750277181813,0.8759043230797229
0.28538973682984636,0.8765211721848226,0.2867780854399238,0.8755799140711749
0.28547491086861454,0.8764009026544751,0.28578200964768524,0.8758726734203524
0.28518299213620546,0.8769885353597694,0.2880320327013694,0.8753135294381394
0.2864464248971416,0.8764030126462357,0.2884429168172932,0.8753425416258958
0.2877219730973503,0.8763703077739481,0.2901833336684723,0.8745091005958049
0.28974195937792463,0.8755009911686294,0.2942476522450159,0.8729846420027905
0.29192437598586735,0.8745419999134904,0.2938756193729777,0.8731666275441711
0.2934233680032871,0.874378475552053,0.2975879735975228,0.8716922809118267
0.2939361586822236,0.8740714717509028,0.29631518120869793,0.8722804370817959
0.2936610729344665,0.8742001812482922,0.2964030214897739,0.872269887195339
0.2939552698857724,0.8741136715861124,0.2965401472170646,0.8720931765971869
0.2940483011021425,0.8740799117179447,0.2965956951176787,0.87198240278939
0.29410602955840903,0.8740345468950944,0.29688307638562705,0.8719111910558063
0.29423573158569233,0.8740145019733698,0.2968896130504805,0.8719270158854915
0.2943722107066875,0.8739617521793578,0.2971032044634434,0.8719639404880904
0.29441269772641604,0.8739269373153098,0.29709246028577446,0.8718637165667504
0.294612779356289,0.8738583625830941,0.29727142461923095,0.8716500813659993
0.2946213620717047,0.8737760729044353,0.29739490309159394,0.8718162420776946
0.2947638454062281,0.8737507530033095,0.2975718374679656,0.8718056921912378
0.29493064421989085,0.8736895632422556,0.29753241743860354,0.8718241544925373
0.2949469567723886,0.8735671837201475,0.2975651131984002,0.8717740425318673
0.2951929551139604,0.8735049389632134,0.29777283803373217,0.8717054682698977
0.2952432505162285,0.8733846694328659,0.2980151932915346,0.8716685436672987
0.29546435538480936,0.873284444824243,0.2982074197875316,0.871534032614974
0.2956513637632261,0.8731715602650572,0.29812831590533845,0.871534032614974
0.295802739576392,0.8731145904875242,0.2985563100490107,0.8713335847722938
0.2959389594848976,0.8730607856976319,0.29865765121916826,0.8713177599426086
0.29595280746261515,0.8730460157553085,0.2988183384552971,0.8713124849993802
0.2962066217267508,0.8729331311961227,0.29874801289902486,0.8713283098290655
0.2961910336897521,0.8730270258294641,0.29876632842912004,0.8712175360212686
0.29617607624028175,0.8730301908171049,0.29872748113268277,0.8712755603967812
0.2961823466210897,0.8729289112126017,0.29879428468669617,0.8712702854535528
0.29620710860538857,0.8729943209571767,0.29881255371326726,0.8712122610780402
0.2962611212971277,0.8729373511796437,0.2988480369628896,0.8712228109644969
0.2962648666447764,0.8729447361508054,0.29882672795796467,0.8712148985496544
0.2962694653177994,0.872925746224961,0.2988307463478359,0.8712676479819386
0.29631589505332906,0.8729384061755239,0.29885145192989176,0.8712175360212686
